"Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Odds.Ratio","Combined.Score","Genes","sample","fraction_overlap","overlap","padj"
"Estrogen Response Late","15/200",0.000110102299301298,0.00132122759161558,0,0,3.34927234927235,30.5256052308887,"HSPA4L;MYOF;NAB2;HR;LAMC2;CXCL14;PRLR;UGDH;CXCL12;ID2;BAG1;FLNB;SLC29A1;SGK1;NBL1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.075,15,0.00179139416701031
"UV Response Dn","12/144",0.000199572387465701,0.00191589491967073,0,0,3.74155568423084,31.8755608436959,"FZD2;CDKN1B;ZMIZ1;CITED2;NFIB;SDC2;ID1;PMP22;NR3C1;PLPP3;PDLIM5;CDON","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0833333333333333,12,0.00286053755367505
"TGF-beta Signaling","7/54",0.000304460017327858,0.00243568013862287,0,0,6.09198998748436,49.3266649537305,"ID2;ID1;CTNNB1;ID3;ARID4B;LTBP2;SPTBN1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.12962962962963,7,0.00394608404632882
"Wnt-beta Catenin Signaling","6/42",0.000482407368320777,0.0033079362399139,0,0,6.8067784765898,51.9814724797723,"FZD1;HDAC2;CUL1;CTNNB1;CSNK1E;RBPJ","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.142857142857143,6,0.00537794880979829
"Notch Signaling","5/32",0.000945264708826424,0.00567158825295854,0,0,7.55075158840849,52.5837780326559,"FZD1;TCF7L2;FZD7;CUL1;HES1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.15625,5,0.00801477964385221
"Hypoxia","13/200",0.00119494545174241,0.00573573816836356,0,0,2.859142109455,19.2410392541395,"CDKN1B;SDC4;CITED2;SDC2;CAVIN3;RBPJ;NR3C1;EGFR;SLC6A6;EFNA3;IDS;S100A4;CCN2","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.065,13,0.00959142882598573
"Myogenesis","13/200",0.00119494545174241,0.00573573816836356,0,0,2.859142109455,19.2410392541395,"ITGB1;APP;GABARAPL2;SPARC;GSN;DMPK;DAPK2;FST;COL6A2;BAG1;CDH13;IGFBP7;SPTAN1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.065,13,0.00959142882598573
"Angiogenesis","5/36",0.00163493059930853,0.0071342426151645,0,0,6.57511135105952,42.1869330606911,"APP;POSTN;ITGAV;S100A4;FGFR1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.138888888888889,5,0.0126183105228684
"Apoptosis","11/161",0.00188249312226172,0.0075299724890469,0,0,3.00899717514124,18.8819334532603,"APP;CYLD;DAP;CDKN1B;GSN;TIMP2;TSPO;CTNNB1;SPTAN1;ADD1;CDC25B","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0683229813664596,11,0.0141657607450195
"Mitotic Spindle","12/199",0.00337948064006307,0.012064866351923,0,0,2.63360468680813,14.9852982039008,"MARCKS;GSN;ARHGEF12;PPP4R2;PALLD;KIF1B;FLNB;SMC3;PKD2;PDLIM5;SPTAN1;SPTBN1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0603015075376884,12,0.0209736839723502
"heme Metabolism","12/200",0.0035189193526442,0.012064866351923,0,0,2.61946063152189,14.7989082902472,"SDCBP;BCAM;ARHGEF12;CAT;RAD23A;DCAF10;NR3C1;BACH1;AQP3;ADD1;NUDT4;TNS1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.06,12,0.0216162188805286
"Estrogen Response Early","10/200",0.023856557250483,0.0673596910601872,0,0,2.15055079559364,8.0338043539495,"CXCL12;KRT15;MYOF;BAG1;FLNB;HR;HES1;AQP3;NBL1;MED13L","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.05,10,0.0849801625135548
"Glycolysis","10/200",0.023856557250483,0.0673596910601872,0,0,2.15055079559364,8.0338043539495,"EXT2;NT5E;EFNA3;CITED2;SDC2;GMPPA;AKR1A1;SDC1;SOX9;EGFR","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.05,10,0.0849801625135548
"p53 Pathway","10/200",0.023856557250483,0.0673596910601872,0,0,2.15055079559364,8.0338043539495,"APP;KRT17;VDR;HSPA4L;EPHX1;SDC1;CDH13;S100A4;RPL18;PHLDA3","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.05,10,0.0849801625135548
"Reactive Oxygen Species Pathway","4/49",0.0302857400106776,0.0807619733618068,0,0,3.61345395499884,12.6365314283727,"PRDX1;CAT;MGST1;LAMTOR5","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0816326530612245,4,0.100328936876548
"Myc Targets V1","9/200",0.0543734821239749,0.13049635709754,0,0,1.92120087480946,5.59430391523961,"HDAC2;XPOT;ORC2;POLE3;CUL1;PSMD1;RPS2;RPL18;LSM2","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.045,9,0.157369404993427
"Xenobiotic Metabolism","9/200",0.0543734821239749,0.13049635709754,0,0,1.92120087480946,5.59430391523961,"SLC6A6;UGDH;ID2;EPHX1;CAT;FBLN1;APOE;PDLIM5;MARCHF6","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.045,9,0.157369404993427
"Apical Surface","3/44",0.0897035392090935,0.205036661049357,0,0,2.96890243902439,7.15875132377667,"APP;GAS1;EFNA5","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0681818181818182,3,0.205791746159089
"Pperoxisome","5/104",0.107386008521541,0.216143215371717,0,0,2.05168843244157,4.57798447088718,"FIS1;PRDX1;PEX11B;CAT;TSPO","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0480769230769231,5,0.237972258805481
"IL-2/STAT5 Signaling","8/199",0.110246546143843,0.216143215371717,0,0,1.7041388812345,3.75768773999218,"ECM1;NT5E;ALCAM;COL6A1;SLC39A8;ITGAV;PLPP1;HOPX","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0402010050251256,8,0.243107768419755
"TNF-alpha Signaling via NF-kB","8/200",0.112574591339436,0.216143215371717,0,0,1.69517543859649,3.70249919907163,"PER1;MARCKS;SDC4;ID2;HES1;PLPP3;SGK1;PDLIM5","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.04,8,0.244632244019441
"Adipogenesis","8/200",0.112574591339436,0.216143215371717,0,0,1.69517543859649,3.70249919907163,"RNF11;ACAA2;APLP2;CAT;SNCG;LIFR;APOE;HADH","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.04,8,0.244632244019441
"Coagulation","6/138",0.117868329783715,0.217603070369935,0,0,1.84724604535925,3.94975771427543,"MMP14;SPARC;GSN;CSRP1;CAPN2;CRIP2","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0434782608695652,6,0.248970998350163
"Protein Secretion","4/96",0.20232764057508,0.359693583244587,0,0,1.76318416991922,2.81733364581027,"SNX2;KIF1B;ATP1A1;EGFR","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0416666666666667,4,0.361672344221049
"Complement","7/200",0.210518413161303,0.36088870827652,0,0,1.47241694605303,2.29429381187773,"MMP14;CSRP1;SRC;TIMP2;CDH13;LAP3;HSPA1A","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.035,7,0.363752837453481
"Spermatogenesis","5/135",0.228069301739572,0.377494016672395,0,0,1.55994528484068,2.30576408150355,"HSPA4L;MAP7;IP6K1;ZC3H14;CHFR","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.037037037037037,5,0.379671831480584
"Cholesterol Homeostasis","3/74",0.265092027459047,0.424147243934475,0,0,1.71179577464789,2.2727140010689,"GSTM2;ALCAM;CTNNB1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0405405405405405,3,0.405756742925223
"Fatty Acid Metabolism","5/158",0.334592924572506,0.499324966015761,0,0,1.32387125003418,1.44942804213864,"UGDH;HSP90AA1;ACAA2;EPHX1;HADH","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0316455696202532,5,0.470619020076282
"UV Response Up","5/158",0.334592924572506,0.499324966015761,0,0,1.32387125003418,1.44942804213864,"MMP14;LHX2;EPHX1;POLE3;AQP3","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0316455696202532,5,0.470619020076282
"G2-M Checkpoint","6/200",0.353688517594497,0.499324966015761,0,0,1.25286909161642,1.30215526652742,"MARCKS;CDKN1B;CUL1;MAP3K20;EFNA5;CDC25B","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.03,6,0.488282388769683
"E2F Targets","6/200",0.353688517594497,0.499324966015761,0,0,1.25286909161642,1.30215526652742,"PNN;CDKN1B;ORC2;SMC3;PAICS;CDC25B","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.03,6,0.488282388769683
"Interferon Alpha Response","3/97",0.416516583140856,0.571222742593174,0,0,1.29142287234043,1.13106560635055,"IFITM2;LAP3;CD47","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0309278350515464,3,0.53901872389761
"Bile Acid Metabolism","3/112",0.510131407832275,0.671707941394745,0,0,1.11284403669725,0.749040769593246,"NEDD4;CAT;SLC29A1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0267857142857143,3,0.637135077832011
"Oxidative Phosphorylation","5/200",0.531768786937507,0.671707941394745,0,0,1.03647677287845,0.65458327319603,"SURF1;CYB5R3;ACAA2;NDUFV2;ACAT1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.025,5,0.654651962651082
"KRAS Signaling Up","5/200",0.531768786937507,0.671707941394745,0,0,1.03647677287845,0.65458327319603,"ID2;MAP7;CCSER2;STRN;SOX9","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.025,5,0.654651962651082
"Hedgehog Signaling","1/36",0.585568995871479,0.720700302611052,0,0,1.15483106105513,0.618032396278351,"LDB1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0277777777777778,1,0.695290997070277
"Pancreas Beta Cells","1/40",0.624245769346285,0.749094923215542,0,0,1.03617406107033,0.488256747109753,"VDR","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.025,1,0.71173475974709
"DNA Repair","3/150",0.705753377162021,0.808774843008317,0,0,0.823554421768708,0.287000008257165,"SDCBP;BCAM;SURF1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.02,3,0.760042098482176
"KRAS Signaling Dn","4/200",0.715019773535607,0.808774843008317,0,0,0.823186059392442,0.276133714680466,"TENM2;KRT15;SELENOP;SGK1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.02,4,0.764550450565604
"PI3K/AKT/mTOR  Signaling","2/105",0.724527463528284,0.808774843008317,0,0,0.783723230325172,0.252543534032418,"CDKN1B;EGFR","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.019047619047619,2,0.77197439476819
"Unfolded Protein Response","2/113",0.76116408662871,0.830360821776774,0,0,0.726938997209267,0.19838624994727,"SPCS3;XPOT","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.0176991150442478,2,0.806726725617048
"Interferon Gamma Response","3/200",0.864790970129202,0.902390577526124,0,0,0.612944162436548,0.0890408380947095,"IFITM2;LAP3;TOR1B","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.015,3,0.888403010269249
"Inflammatory Response","3/200",0.864790970129202,0.902390577526124,0,0,0.612944162436548,0.0890408380947095,"MMP14;PCDH7;KIF1B","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.015,3,0.888403010269249
"mTORC1 Signaling","2/200",0.955938723405366,0.955938723405366,0,0,0.405699405699406,0.0182814095060758,"SLC6A6;PRDX1","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.01,2,0.955938723405366
"Allograft Rejection","2/200",0.955938723405366,0.955938723405366,0,0,0.405699405699406,0.0182814095060758,"CD47;EGFR","de/mast_p60_de_up5_vs_down5_downsample500_pct10_lfc0.1.csv",0.01,2,0.955938723405366
"Epithelial Mesenchymal Transition","11/200",1.56142269735838e-06,7.33868667758438e-05,0,0,6.96851206607304,93.1684012253534,"GREM1;POSTN;SFRP1;ECM1;CADM1;IGFBP4;ID2;COL8A2;FBLN1;CCN2;PFN2","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.055,11,6.13444999379473e-05
"Myogenesis","8/200",0.000388385971934964,0.00912707034047166,0,0,4.89845309381238,38.4700549602132,"APP;HDAC5;FST;DAPK2;HSPB8;CDH13;IGFBP7;DMD","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.04,8,0.00468164328807804
"Xenobiotic Metabolism","7/200",0.00193604044913372,0.0303313003697617,0,0,4.23834196891192,26.4773901808721,"SLC6A6;ALDH2;IGFBP4;ID2;EPHX1;FBLN1;APOE","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.035,7,0.0143058636835327
"Notch Signaling","3/32",0.00271037414265773,0.0318468961762283,0,0,11.906174819567,70.3734535759093,"FZD1;TCF7L2;FZD7","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.09375,3,0.0175445724073113
"Angiogenesis","3/36",0.00380314200851259,0.0357495348800183,0,0,10.46088794926,58.2873114309991,"APP;POSTN;S100A4","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0833333333333333,3,0.0226682325655899
"Adipogenesis","6/200",0.0084231551190676,0.0439875878440197,0,0,3.59256999938998,17.1608834832913,"ACAA2;ALDH2;HSPB8;SNCG;SDHC;APOE","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.03,6,0.0415634375547434
"Estrogen Response Early","6/200",0.0084231551190676,0.0439875878440197,0,0,3.59256999938998,17.1608834832913,"IGFBP4;HSPB8;FLNB;AQP3;NBL1;MED13L","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.03,6,0.0415634375547434
"Estrogen Response Late","6/200",0.0084231551190676,0.0439875878440197,0,0,3.59256999938998,17.1608834832913,"IGFBP4;ID2;HSPB8;FLNB;CXCL14;NBL1","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.03,6,0.0415634375547434
"p53 Pathway","6/200",0.0084231551190676,0.0439875878440197,0,0,3.59256999938998,17.1608834832913,"APP;KRT17;VDR;EPHX1;CDH13;S100A4","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.03,6,0.0415634375547434
"UV Response Up","5/158",0.0127512075686173,0.0586986723955864,0,0,3.78162245290273,16.4959261056079,"DNAJA1;NXF1;LHX2;EPHX1;AQP3","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0316455696202532,5,0.0548301925450543
"Apoptosis","5/161",0.0137379871564138,0.0586986723955864,0,0,3.70833333333333,15.8998147637348,"DNAJA1;APP;DAP;GSTM1;TIMP2","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.031055900621118,5,0.0574324185288967
"Hypoxia","5/200",0.0314727888191887,0.0986147383001246,0,0,2.96078431372549,10.2402632348467,"SLC6A6;CITED2;S100A4;CCN2;EGFR","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,5,0.100328936876548
"Apical Junction","5/200",0.0314727888191887,0.0986147383001246,0,0,2.96078431372549,10.2402632348467,"ADAM15;SRC;ACTN1;CD34;EGFR","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,5,0.100328936876548
"Oxidative Phosphorylation","5/200",0.0314727888191887,0.0986147383001246,0,0,2.96078431372549,10.2402632348467,"ACAA2;NDUFB5;POLR2F;SDHC;NDUFV1","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,5,0.100328936876548
"Glycolysis","5/200",0.0314727888191887,0.0986147383001246,0,0,2.96078431372549,10.2402632348467,"CITED2;AK3;SDHC;SOX9;EGFR","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,5,0.100328936876548
"UV Response Dn","4/144",0.0378948871352149,0.111316230959694,0,0,3.2890559732665,10.7648798314685,"FZD2;ZMIZ1;CITED2;NFIB","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0277777777777778,4,0.116775865055878
"Wnt-beta Catenin Signaling","2/42",0.0521731695102695,0.144243468646039,0,0,5.71820809248555,16.8869372890422,"FZD1;HDAC5","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0476190476190476,2,0.15321096607406
"Myc Targets V2","2/58",0.0915978107585209,0.221510463407752,0,0,4.08113129644922,9.7553236551238,"CDK4;NOLC1","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0344827586206897,2,0.208082573874074
"G2-M Checkpoint","4/200",0.0989727602460167,0.221510463407752,0,0,2.34264232008593,5.41832229100413,"PRMT5;CDK4;NOLC1;DMD","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.02,4,0.220672598770748
"Complement","4/200",0.0989727602460167,0.221510463407752,0,0,2.34264232008593,5.41832229100413,"CSRP1;SRC;TIMP2;CDH13","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.02,4,0.220672598770748
"Myc Targets V1","4/200",0.0989727602460167,0.221510463407752,0,0,2.34264232008593,5.41832229100413,"CDK4;NOLC1;RPS2;RPL6","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.02,4,0.220672598770748
"DNA Repair","3/150",0.144460902344015,0.308621018644031,0,0,2.33483626008543,4.51731600222051,"CETN2;AK3;POLR2F","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.02,3,0.288807836021772
"Fatty Acid Metabolism","3/158",0.161035220007693,0.329071971320069,0,0,2.21342835708927,4.04201275124854,"ACAA2;EPHX1;SDHC","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0189873417721519,3,0.307756198236925
"Androgen Response","2/100",0.218055879258723,0.421475476111224,0,0,2.32712044355314,3.54421356288015,"ZMIZ1;ACTN1","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.02,2,0.366674970150143
"PI3K/AKT/mTOR  Signaling","2/105",0.234162585488274,0.421475476111224,0,0,2.21359223300971,3.21355949209712,"CDK4;EGFR","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.019047619047619,2,0.379671831480584
"IL-2/STAT5 Signaling","3/199",0.253037801459221,0.421475476111224,0,0,1.74676672994779,2.400435467239,"ECM1;ALCAM;COL6A1","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0150753768844221,3,0.393727117538014
"E2F Targets","3/200",0.255383969710593,0.421475476111224,0,0,1.7378113563924,2.37209008853675,"CDK4;NOLC1;SMC3","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.015,3,0.395221464693513
"heme Metabolism","3/200",0.255383969710593,0.421475476111224,0,0,1.7378113563924,2.37209008853675,"AQP3;BACH1;FBXO9","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.015,3,0.395221464693513
"Unfolded Protein Response","2/113",0.260059336323947,0.421475476111224,0,0,2.05322085090871,2.76537117603095,"NOP14;NOLC1","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0176991150442478,2,0.4014249242744
"Pancreas Beta Cells","1/40",0.296638458488988,0.464733584966082,0,0,2.91570881226054,3.54328945600548,"VDR","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.025,1,0.438762535652017
"Apical Surface","1/44",0.32098470300693,0.486279812495685,0,0,2.6439454691259,3.00447866193496,"APP","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0227272727272727,1,0.463387988513601
"Spermatogenesis","2/135",0.331084127656636,0.486279812495685,0,0,1.71167803902821,1.89205941862353,"ZC3H14;MTOR","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0148148148148148,2,0.470619020076282
"Reactive Oxygen Species Pathway","1/49",0.350242348037887,0.498830010841838,0,0,2.36793582375479,2.48427237141684,"SBNO2","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0204081632653061,1,0.486942017364452
"TGF-beta Signaling","1/54",0.378246221209997,0.522869776378526,0,0,2.14400346996313,2.08442143462703,"ID2","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0185185185185185,1,0.500499165164666
"Cholesterol Homeostasis","1/74",0.478759235595033,0.642905259227616,0,0,1.55503070382617,1.14536944617041,"ALCAM","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0135135135135135,1,0.60932993621186
"Mitotic Spindle","2/199",0.521572560624559,0.648428490615975,0,0,1.15184413602887,0.749743268127044,"FLNB;SMC3","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0100502512562814,2,0.647395219579349
"mTORC1 Signaling","2/200",0.524261332838447,0.648428490615975,0,0,1.14596835406084,0.740026245213566,"SLC6A6;TOMM40","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.01,2,0.648060210202762
"KRAS Signaling Up","2/200",0.524261332838447,0.648428490615975,0,0,1.14596835406084,0.740026245213566,"ID2;SOX9","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.01,2,0.648060210202762
"Protein Secretion","1/96",0.5707491804903,0.675064794961125,0,0,1.19358741681791,0.66937030383924,"EGFR","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0104166666666667,1,0.69440342071156
"Interferon Alpha Response","1/97",0.574523229754149,0.675064794961125,0,0,1.181094348659,0.654579906543739,"IFITM2","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0103092783505155,1,0.69440342071156
"Pperoxisome","1/104",0.60003362307854,0.687843421577839,0,0,1.10043521928356,0.562068842332702,"CADM1","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.00961538461538462,1,0.707776326916111
"Bile Acid Metabolism","1/112",0.627330845528618,0.702013089043929,0,0,1.02071036553795,0.475938067563867,"NEDD4","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.00892857142857143,1,0.713900130450336
"Coagulation","1/138",0.703883453527638,0.769360984088349,0,0,0.825908213776324,0.290011462976369,"CSRP1","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.0072463768115942,1,0.75938680828609
"TNF-alpha Signaling via NF-kB","1/200",0.829076026778565,0.829076026778565,0,0,0.566799514815457,0.106242838961934,"ID2","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.005,1,0.86200996221191
"Interferon Gamma Response","1/200",0.829076026778565,0.829076026778565,0,0,0.566799514815457,0.106242838961934,"IFITM2","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.005,1,0.86200996221191
"Allograft Rejection","1/200",0.829076026778565,0.829076026778565,0,0,0.566799514815457,0.106242838961934,"EGFR","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.005,1,0.86200996221191
"KRAS Signaling Dn","1/200",0.829076026778565,0.829076026778565,0,0,0.566799514815457,0.106242838961934,"TENM2","de/mast_p60_de_up5_vs_ctrl_downsample500_pct10_lfc0.1.csv",0.005,1,0.86200996221191
"Angiogenesis","3/36",7.21469405972227e-05,0.000984015340111897,0,0,43.1212121212121,411.238620557057,"POSTN;S100A4;FGFR1","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.0833333333333333,3,0.00126384680946481
"IL-2/STAT5 Signaling","5/199",8.2001278342658e-05,0.000984015340111897,0,0,12.7326030927835,119.798206848037,"ALCAM;S100A1;COL6A1;PHLDA1;HOPX","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.0251256281407035,5,0.00137124359895223
"Epithelial Mesenchymal Transition","4/200",0.00104915768336805,0.00839326146694441,0,0,9.83524141363863,67.4674708110457,"POSTN;SFRP1;ID2;COL8A2","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.02,4,0.00875006768217265
"Notch Signaling","2/32",0.00235206568519596,0.0141123941111758,0,0,30.8914728682171,186.969444713152,"FZD7;HES1","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.0625,2,0.0160902675282724
"TNF-alpha Signaling via NF-kB","3/200",0.010269125320644,0.049291801539091,0,0,7.16388687454677,32.800668633723,"ID2;HES1;PHLDA1","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.015,3,0.0461344286793109
"UV Response Dn","2/144",0.0416616526880191,0.148916949272213,0,0,6.48968227972486,20.625340612893,"FZD2;NFIB","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.0138888888888889,2,0.126031733257224
"UV Response Up","2/158",0.0492112730369717,0.148916949272213,0,0,5.9031007751938,17.7779704697932,"LHX2;AQP3","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.0126582278481013,2,0.145936878661364
"Xenobiotic Metabolism","2/200",0.0744584746361064,0.148916949272213,0,0,4.64106178059666,12.0552215410756,"ID2;NDRG2","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.01,2,0.1907404328976
"p53 Pathway","2/200",0.0744584746361064,0.148916949272213,0,0,4.64106178059666,12.0552215410756,"VDR;S100A4","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.01,2,0.1907404328976
"Estrogen Response Early","2/200",0.0744584746361064,0.148916949272213,0,0,4.64106178059666,12.0552215410756,"HES1;AQP3","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.01,2,0.1907404328976
"Estrogen Response Late","2/200",0.0744584746361064,0.148916949272213,0,0,4.64106178059666,12.0552215410756,"ID2;PRLR","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.01,2,0.1907404328976
"Apical Junction","2/200",0.0744584746361064,0.148916949272213,0,0,4.64106178059666,12.0552215410756,"ACTN1;CD34","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.01,2,0.1907404328976
"Pancreas Beta Cells","1/40",0.0862416543351897,0.159215361849581,0,0,11.6060606060606,28.4418352066356,"VDR","de/mast_p60_de_up20_vs_middle20_downsample500_pct10_lfc0.1.csv",0.025,1,0.204514995271424
